passage_id,chapter,section,subsection,page,cluster,cluster_name,cluster_short,x,y,word_count,text,nn,nn_sim
p1278,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Religious Studies (RELIG),377,6,"History, Religion & Society",History & Religion,9.1676,0.0466,86,"This course studies the relationships among charismatic authority, priestly tradition, religious institutions, and state power. It uses as a case study the historical context of Palestine in the first century CE and examines the social and political context for the emergence of the Christian movement inspired by the teaching of Jesus of Nazareth. Topics include the nature of authority, religious resistance to state power, the concept of divine law, and popular sects. Other religious contexts may also be included in order to offer a comparative perspective.",p1280 p1230 p1282 p1283 p1290,0.555 0.501 0.487 0.484 0.481
p1279,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Religious Studies (RELIG),377,6,"History, Religion & Society",History & Religion,9.1403,0.081,79,"This course focuses on the concept of religious law, the traditions of jurisprudence that emerge in religious societies, and their relationship to the modern nation state. It introduces students to the Islamic concepts of Qur’an, Sharia, and Fiqh (jurisprudence) with a view to understanding how divine laws function in human societies. Topics include concepts of divine revelation, sacred texts, law codes, legal institutions and modern forms of fundamentalism. Other religious traditions may also be included by way of comparison.",p1230 p1283 p1287 p1280 p0879,0.680 0.585 0.573 0.569 0.546
p1280,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Religious Studies (RELIG),377,6,"History, Religion & Society",History & Religion,9.0681,0.083,115,"This course studies the role of religion in establishing the founding mythology of peoples and nations. It introduces students to the Jewish tradition by way of example, and considers the role of the foundational mythology of the Jews in multiple forms of Judaism from early Israelite religion to modern Zionism. The course leads to an examination of the experience of holocaust, the quest for Jewish statehood and its impact upon the political situation in the Middle East. In so doing the course develops broad theoretical approaches in religious studies that can serve wider interests in understanding the relationship between nation, state, ethnicity, and religious belonging. Other religious contexts may be introduced by way of comparison.",p1283 p1281 p1230 p1279 p1290,0.654 0.618 0.611 0.569 0.564
p1281,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Religious Studies (RELIG),377,6,"History, Religion & Society",History & Religion,9.0713,0.1858,81,"This course introduces the Hindu concepts of darsan (vision of the gods) and dharma (path) so as to explore how religious visions, as represented in art, architecture and mythology, engage the social and material reality of religious practitioners’ daily lives. In so doing it exposes the cultural power of religious frameworks to structure normative hierarchies of gender, class and race. Students gain a functional understanding of religious cultures that may be applied to other traditions and contexts by way of comparison.",p1283 p1280 p0879 p1290 p0436,0.678 0.618 0.606 0.575 0.564
p1282,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Religious Studies (RELIG),378,6,"History, Religion & Society",History & Religion,9.1778,0.2006,137,"Different religions have portrayed leaders in different ways, through stories, exemplars and which attributes of leaders and followers are emphasized or downplayed. Drawing upon a wide variety of resources in religious studies, history, philosophy, psychology, sociology, and cultural studies, this course will examine how a wide variety of religions depict leaders and leadership, highlighting both the differences and the similarities across religions and within religious traditions. The course will also draw upon research on leadership, cultural values, and norms to systematically compare and contrast how religion shapes perceptions of leadership. Applications explored will include religion-based portrayals of gender, race ethnicity, and age in assessing leaders. Also considered will be whether these portrayals make specific religious lenses more or less amenable to leadership development in different contexts (for example where innovation is important or where coleadership is essential).",p0436 p1290 p1281 p1280 p0435,0.590 0.578 0.522 0.521 0.519
p1283,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Religious Studies (RELIG),378,6,"History, Religion & Society",History & Religion,9.0613,0.2496,76,"This course introduces students to a variety of religious literature and sacred texts from across the world. Students learn how to read and interpret these texts and in this way come to reflect on the nature of religion and its function in human societies. In addition discussing fundamental theological questions about the nature of existence, the course will also examine the practical ways in which religions shape the embodied lives of religious practitioners across the world.",p1290 p1281 p1280 p1288 p0879,0.707 0.678 0.654 0.625 0.612
p1284,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Religious Studies (RELIG),378,2,China & Asia (DKU Background Info; China & Asia stuides),China & Asia,7.4301,-1.7456,85,"It is often said that there are three teachings that have defined Chinese society through the ages. Confucianism, Daoism, and Buddhism are traditions that have produced some of the most profound, provoking, and funny ideas and practices in the history of humankind. In this course, we will examine these ideas and practices intellectually and experientially. In doing so, you will not only gain a firm knowledge of some of the most important sources of East-Asian culture, but also a new perspective on your own life.",p0912 p0711 p0882 p1285 p0705,0.643 0.642 0.611 0.609 0.600
p1285,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Religious Studies (RELIG),378,2,China & Asia (DKU Background Info; China & Asia stuides),China & Asia,7.763,-1.5149,86,"An examination of Buddhism in Asia, Europe, and the United States from the mid-nineteenth century to the present. The course emphasizes how global exchanges resulted in the emergence of Buddhism in the United States and Europe, and the transformation of Buddhism in Asia. The course takes a number of case studies in the transformation of Buddhism including the emergence of humanistic Buddhism in modern China; the American encounter with Japanese Zen; and the relationship between Buddhism and ethnic militarism in Imperial Japan, Sri Lanka and Myanmar.",p1286 p0932 p1284 p0912 p0865,0.744 0.617 0.609 0.600 0.576
p1286,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Religious Studies (RELIG),379,6,"History, Religion & Society",History & Religion,8.2581,-0.4948,18,In all cases the course examines how Buddhism transformed in response to the emergence of new global contexts.,p1285 p1122 p0879 p0932 p0920,0.744 0.564 0.551 0.543 0.527
p1287,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Religious Studies (RELIG),379,6,"History, Religion & Society",History & Religion,9.0692,0.1112,96,"In contrast to the Chinese concept of the “three traditions”, Islamic tradition came to define the overlapping identity of Jewish, Christian and Islamic peoples by the concept of “the people of the book”. This course offers an introduction to the three traditions of Judaism, Christianity and Islam by focusing on the concept of the sacred text as the written revelation of God. Comparisons between the Jewish Torah, Christian gospels and Islamic law, and the practices of scribes, commentators, and textual scholars illuminate the similarities and also differences between the three great monotheistic traditions of the world.",p1283 p1279 p1230 p1280 p1281,0.578 0.573 0.561 0.559 0.518
p1288,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Religious Studies (RELIG),379,6,"History, Religion & Society",History & Religion,9.0711,0.276,51,"This courses explores the problem of evil for Eastern and Western religious thought and discusses several attempts to confront the reality of evil, to square that with one’s worldview, and to find a way of living with that worldview. This courses examines theological, philosophical, psychological, and popular cultural conceptions and responses.",p1290 p1283 p1280 p1277 p1289,0.705 0.625 0.560 0.530 0.525
p1289,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Religious Studies (RELIG),379,6,"History, Religion & Society",History & Religion,9.4218,0.4213,83,"This course explores the ways in which a variety of religious traditions across the world have shaped fundamental conceptions of humanity’s place within nature, including the kinds of environmental ethics that arise from these conceptions. The course examines the foundational texts and practices of selected world religions and considers how these texts and practices are being used by contemporary religious leaders to shape religious responses to current ecological challenges, such as environmental pollution, global climate change, and the factory farming of nonhuman animals.",p1291 p0852 p0832 p1132 p1290,0.766 0.723 0.610 0.610 0.605
p1290,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Religious Studies (RELIG),379,6,"History, Religion & Society",History & Religion,9.1734,0.2567,91,"Exploration of the problem of the human condition for Eastern and Western religious thought. This courses examines theological, philosophical, psychological, and popular cultural conceptions and responses. It explores how traditions of religious thought have conceptualized the basic problem of the human condition, whether as the consequences of karmic bonds, the general condition of human ignorance, or a lack of proper moral training. At the same time the course offers a framework for understanding religious movements as positing solutions to the problems they identify, whether conceptualized as salvation, liberation, perfection, or immortality.",p1283 p1288 p1291 p1289 p1282,0.707 0.705 0.625 0.605 0.578
p1291,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Religious Studies (RELIG),380,6,"History, Religion & Society",History & Religion,9.388,0.3255,117,"This course examines how and why religious traditions propose ethical norms, their continued significance in the contemporary world, and recent attempts to foster a more inclusive, global approach to ethics. Whether formulated in divine laws, ritual formulas or monastic codes, religious traditions have asserted their authority and identity by specifying what they regard as the ultimate norms for human conduct. These norms were formulated in the last Axial period around 2,500 years ago and reflect the values and interests of those societies. The course examines the continuing impact and relevance of these norms on contemporary life, and pays particular attention to attempts to shape global ethical norms especially in relation to global issues such as climate change.",p1289 p0857 p1290 p1132 p0436,0.766 0.663 0.625 0.561 0.560
p1292,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Social Science (SOSC),381,6,"History, Religion & Society",History & Religion,8.6017,0.6312,136,"People everywhere ponder and debate fundamental questions: What does it mean to be human? How is society to be ordered? What is a moral life? Our ancestors asked such questions as well: it is likely that those questions lie at the origins of humanity itself. They also provide the foundations for much of the most important research in the social sciences today. This course examines the ways in which social scientists from a diversity of disciplines approach these fundamental questions. Study material for the course will include foundational texts from across the social sciences, as well as cutting-edge research from the present day. This course will not attempt to answer these vast sciences and whet their appetites for further study. questions, or provide neat solutions for students: rather, we want to excite students about the social",p1313 p0485 p0427 p1305 p0436,0.660 0.615 0.607 0.603 0.600
p1293,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Social Science (SOSC),381,5,Interdisciplinary Seminars & Learning Goals,Seminars,8.9349,1.3141,44,"This course provides students with an understanding of research designs and research methods used in the social sciences. Students will learn about the scientific method, research methods and design, measurement, and ethical issues. Topics include quantitative and qualitative approaches, as well as mixed methods.",p1299 p1221 p0572 p0570 p1292,0.641 0.639 0.637 0.621 0.594
p1294,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Social Science (SOSC),381,3,Course Prerequisites,Prerequisites,7.281,7.1581,8,Prerequisite(s): SOSC 101 or consent of the instructor,p0830 p0835 p0605 p0872 p1099,0.893 0.878 0.869 0.869 0.868
p1295,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Social Science (SOSC),381,5,Interdisciplinary Seminars & Learning Goals,Seminars,6.1409,1.2637,107,"The overall goal of this course is to develop and enhance the creative potential of the students and assist them to engage in innovation-driven activities through hands-on projects. The design of the course focuses on the core principles of project-based learning, creative thinking, and interdisciplinary collaboration. First, students will gain fundamental knowledge regarding the concepts and processes of creativity and innovation. Second, students will learn various tools to unlock their creativity, improve the flexibility and originality of their ideas, collaborate and contribute to a creative team. And third, students will practice what they have learned via inspiring exercises and projects on both an individual and group level.",p1082 p0354 p0964 p0355 p1256,0.725 0.715 0.680 0.562 0.562
p1296,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Social Science (SOSC),381,8,Public Policy & Economics,Policy & Economics,8.4941,-1.5842,91,"The regulation of labor immigration is among the most important and controversial public policy issues in high-income countries, but these issues have implications for understanding the social, political, and economic structures of all nations. Many countries in Europe and North America, including the UK and the US, have experienced very rapid increase in labor immigration over the past 20 years. In China, immigration, return migration, and internal migration have shaped much of its development. This course attempts to understand the determinants of immigration and how nations approach this critical social issue.",p0951 p1251 p0391 p0379 p0388,0.578 0.571 0.568 0.532 0.482
p1297,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Social Science (SOSC),382,6,"History, Religion & Society",History & Religion,8.8252,-0.827,78,"The U.S. has been characterized as a “nation with the soul of a church.” This unpacks that statement and explores the distinctive role that religious belief and institutions have played in American life. This course examines religious figures and movements, the role religion plays in politics and public life, the cultural contours of religious popular and social movements, the racial, ethnic and gendered dimensions of religious life, and the nature of individualism and social solidarity in the U.S.",p0552 p1290 p1211 p0551 p1280,0.544 0.538 0.520 0.516 0.498
p1298,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Social Science (SOSC),382,8,Public Policy & Economics,Policy & Economics,7.7364,-0.2742,56,"Rapid technological change may imply that cities will dramatically change form as new technologies emerge, with important implications for urban design. Self-driving cars, the possibility of three-dimensional transportation networks, telecommuting, urban agriculture, green cities, etc. This course will explore implications of these developments for urban design in light of underlying sociological and economic forces at work.",p0797 p0375 p0874 p0376 p0372,0.567 0.562 0.532 0.520 0.500
p1299,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Social Science (SOSC),382,8,Public Policy & Economics,Policy & Economics,9.0615,1.4289,73,"This course is about the techniques available to improve decision‐making and limit mistakes. Methods include game theory, social choice theory, statistics and econometrics and computational modeling. The goal of the course is not to develop mastery, but to help students become better readers of research in the social sciences, while simultaneously providing them with a better sense of the options available as they pursue further course work and expertise in the social sciences.",p0572 p0583 p1293 p0569 p1196,0.735 0.652 0.641 0.613 0.573
p1300,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Social Science (SOSC),382,10,"Computer Science, Math & Data Science",CS / Math / Data,7.7491,1.9795,102,"This course explores the inter-disciplinary field of computational social science, drawing from sociology, computer science, and related disciplines. Students will obtain skills to automate collection of social science data from new sources (Twitter, Facebook, Google, etc.), to classify unstructured data into discrete variables and to analyze them using a combination of techniques that includes screen-scraping, natural language processing and machine learning. Complex ethical and legal issues that arise when working with these novel sources of data. Students develop their imagination about new questions that can be asked with these new data sources. Reading and reproducing exemplary studies produced by computational social scientists.",p0963 p0371 p0366 p0714 p1292,0.621 0.569 0.558 0.536 0.536
p1301,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Social Science (SOSC),382,3,Course Prerequisites,Prerequisites,7.5247,6.5645,16,Prerequisites: MATH 101 or 105 and STATS 101; or MATH 205; or Consent of the Instructor,p0802 p0962 p1232 p0786 p0723,0.950 0.883 0.879 0.874 0.863
p1302,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Social Science (SOSC),382,10,"Computer Science, Math & Data Science",CS / Math / Data,8.4244,1.9695,96,"This course to explore how to extend statistical techniques learned in earlier classes and how to apply them to real-world problems. The course starts with the standard linear model and then explores more generalized models and models that rely on certain assumptions about the underlying data, with a focus on identifying which techniques are appropriate for what kinds of data. We rely heavily on interactive use of R software in applying models to real-world datasets. The class is open to all students but is focused on questions related to social problems - those involving human activity.",p1317 p1332 p0455 p0570 p0368,0.609 0.608 0.551 0.549 0.545
p1303,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Social Science (SOSC),383,3,Course Prerequisites,Prerequisites,7.6658,5.5903,8,"Prerequisites: STATS 101 required, MATH 205 highly encouraged",p0723 p1050 p1324 p1040 p1330,0.904 0.885 0.877 0.871 0.867
p1304,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Sociology (SOCIOL),384,6,"History, Religion & Society",History & Religion,7.9611,-1.691,70,"This course explores the process of family transformation in contemporary East Asia and the U.S. from a comparative perspective. It introduces different concepts, theories, and frameworks to explain the slow but noticeable family changes in East Asian societies and some distinct characteristics in the US. It will draw literature from sociology, demography, anthropology, and economics to study love, passion, marriage, cohabitation, mate selection, same-sex couples, and divorce across social contexts.",p0391 p0989 p1269 p0865 p1224,0.544 0.534 0.524 0.523 0.505
p1305,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Sociology (SOCIOL),384,6,"History, Religion & Society",History & Religion,8.4712,0.5073,76,"This course introduces students to the world of sociology. Sociologists study social relationships, social interactions, and the influence of structural forces upon people. This course offers students a broad survey of sociology, covering a wide variety of sociological themes including the relationship between individual and society, important social institutions in the society, and various social inequalities. Students will acquire knowledge in the main sub-fields in sociology and develop valuable skills, such as critical reading and thinking.",p1313 p1292 p1293 p0389 p0381,0.629 0.603 0.590 0.567 0.546
p1306,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Sociology (SOCIOL),384,6,"History, Religion & Society",History & Religion,8.5985,0.2484,90,"Social problems both reflect and generate social change; this course provides a comparative analysis of the major social problems that have propelled social and cultural dynamics across historical periods, nations, and social groups by gender, race/ethnicity, and social class. The course explores the origins and implications of deviant behavior, social conflict and inequality, human progress and social change. Because studying social problems often involves specialize research methods, this course also investigates issues such as the unique inductive and deductive processes and related analysis methods that have developed in this field.",p0390 p0920 p1312 p1293 p0389,0.600 0.551 0.544 0.535 0.517
p1307,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Sociology (SOCIOL),384,6,"History, Religion & Society",History & Religion,8.3531,0.4739,68,"This course is an exploration of the changing and contrasting perceptions of social, themselves, and the natural world that people develop. It investigates how our perceptions are conditioned by the times we live in and reigning assumptions of our societies. The course covers a range of related topics including the exploration of perceptions of the self through the arts and the examination of conflicts between science and society.",p1313 p1129 p1292 p1308 p0876,0.647 0.610 0.589 0.588 0.564
p1308,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Sociology (SOCIOL),384,6,"History, Religion & Society",History & Religion,8.0975,0.2996,124,"The terms “culture” and “cultural” have a wide range of meanings: objects, genres, actions (especially conventional), mental representations, and even complex institutional structures are all part of culture. Many sociologists argue that culture is not its object, rather it is an approach; it is about shared meaning and permeates all of social life. This course will allow students to engage in and contribute to this conversation in an effort to develop their understanding of culture and related changes in social processes over time. This course exposes students to the unique approaches the sociologists take to understanding culture and introduces them to many of the major theorists of culture. By the end of the course, students will have a basic toolkit for understanding society culturally.",p0873 p0463 p0464 p0940 p0389,0.770 0.679 0.654 0.627 0.622
p1309,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Sociology (SOCIOL),385,6,"History, Religion & Society",History & Religion,8.384,0.5739,92,"Sociologists and social psychologists have made significant strides in recent decades using mathematical models to describe how people import cultural meanings into social interactions. This course explains how people maintain identities in role relationships and group interactions, and it explores a theory of how people perform normal institutional roles, respond to odd situations, and try to feel good about themselves. Students will learn to use computer simulations to model self, identity and emotional processes. They will leave the course knowing how to think scientifically about routine and unexpected parts of everyday life.",p1308 p1307 p0574 p1305 p1312,0.620 0.545 0.531 0.520 0.518
p1310,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Sociology (SOCIOL),385,6,"History, Religion & Society",History & Religion,8.5006,-0.4368,109,"Research and theories on gender issues in the organization of work are central to inquiry across the social sciences and in sociology, in particular. The socio-historical causes of gender segregation in the workplace and the contemporary consequences for wages and occupational status have permeated research and have been central to policy discussions as well. This course studies how gender interacts with work and complex organizations such as businesses, not-for-profits, and government agencies. It looks at how women have changed their roles in many societies and asks why progress has been slower in others. It uses case studies of specific work organizations with gender-related problems in group projects and presentations.",p0755 p0959 p1306 p0880 p1212,0.593 0.510 0.453 0.408 0.377
p1311,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Sociology (SOCIOL),385,6,"History, Religion & Society",History & Religion,9.174,-0.1979,101,"Variations in the structure of inequality over time and across nations shape the way people behave, the interactions they have every day, and the challenges they will face across the life course. Inequality shapes and is shaped by educational institutions, economic development, work institutions, and state welfare programs. This course explores the nature, forms, and socioeconomic bases of inequality and social stratification. It pays particular attention to age, gender, race, ethnicity, class, region, and family as dimensions of inequality. The course pays particular attention to the degree to which people are able to change positions in the social structure over time.",p1212 p0390 p0769 p0897 p0959,0.604 0.560 0.541 0.512 0.503
p1312,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Sociology (SOCIOL),385,6,"History, Religion & Society",History & Religion,8.3937,-1.0322,90,"Race, ethnicity, and citizenship structure interactions and social change in all countries, and they also condition the forms of interaction that determine global processes and well-being. This course provides a critical framework to access origins, manifestations and evolution of race, ethnicity and citizenship. The course reviews and addresses the origins of and theoretical orientations of race, ethnicity and citizenship as constructs with social and political implications. It examines different ethnographies as well as quantitative studies to pinpoint how social scientists actually examine and draws conclusions about race, ethnicity and citizenship.",p1001 p0761 p0747 p0932 p1306,0.564 0.560 0.551 0.549 0.544
p1313,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Sociology (SOCIOL),386,6,"History, Religion & Society",History & Religion,8.5123,0.4003,64,"This course exposes students to major classical and modern social theorists from the Enlightenment to the present. The course pays particular attention to theories seeking to follow models of the natural sciences and those seeking a more critical and interpretive understanding of modern society. Topics also include examining how sociological theory relates to other modern currents, such as conservatism, socialism, existentialism, anti-colonialism, feminism, post-modernism.",p1215 p1292 p1307 p1305 p1308,0.683 0.660 0.647 0.629 0.602
p1314,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Sociology (SOCIOL),386,8,Public Policy & Economics,Policy & Economics,8.9885,-0.4565,75,"Demography is an interdisciplinary field that intersects with sociology, economics, population health, statistics, and mathematics. The population issues, such as aging, population decline, fertility, and migration, also associate with economic development and policy making in different countries. This course will review key population problems in contemporary industrialized and developing societies. The following issues can be discussed in the course: the end of population growth, population aging, mortality in developed and developing countries, migration, and urbanization.",p1266 p0791 p1311 p0391 p0837,0.506 0.470 0.458 0.411 0.405
p1315,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Spanish (SPANISH),387,1,"Advanced Placement, Credit & Electives",AP & Electives,-0.1473,7.3207,14,Credit for Advanced Placement on the basis of the College Board Examination in Spanish.,p0982 p0974 p0809 p0860 p0862,0.877 0.824 0.816 0.762 0.755
p1316,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Statistics (STATS),388,1,"Advanced Placement, Credit & Electives",AP & Electives,-0.1334,7.3254,17,Credit for Advanced Placement on the basis of the College Board Examination in Statistics (Score of 5).,p0909 p0808 p0974 p0982 p0585,0.801 0.779 0.773 0.770 0.768
p1317,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Statistics (STATS),388,5,Interdisciplinary Seminars & Learning Goals,Seminars,8.5107,1.8674,133,"This course will introduce students to common statistics used in social science research articles and the media with the goal of making them informed and critical consumers of research results reported by various sources. Students will gain understanding of the conceptual basis and purpose of different statistics, as well as the formulas for deriving them. The relationship of statistical analysis to other components of the research process will be explicated. The course will be taught using team-based learning with an emphasis on the application of new concepts, knowledge, and skills in the classroom. Application activities will include interpreting statistics presented in tables and graphics in research articles and the media, critiquing conclusions drawn from statistics, and using statistical software, such as SPSS or Stata, to conduct statistical tests and generate tables and graphics.",p1302 p1293 p0455 p0368 p1221,0.609 0.590 0.569 0.545 0.538
p1318,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Statistics (STATS),388,10,"Computer Science, Math & Data Science",CS / Math / Data,7.4691,2.6416,40,"As an introductory course in data science, this course will show students not only the big picture of data science but also the detailed essential skills of loading, cleaning, manipulating, visualizing, analyzing and interpreting data with hands on programming experience.",p0714 p0330 p0716 p0320 p0400,0.715 0.628 0.605 0.600 0.585
p1319,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Statistics (STATS),388,3,Course Prerequisites,Prerequisites,6.8175,6.0215,12,Prerequisite(s): None. Not open to students who have credit for COMPSCI 101.,p0741 p0720 p0736 p0734 p0739,0.880 0.851 0.846 0.845 0.829
p1320,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Statistics (STATS),388,10,"Computer Science, Math & Data Science",CS / Math / Data,7.7837,2.6347,134,"In almost every field, there is a need to draw inference from or make decisions based on data. The goal of this course is to provide an introduction to machine learning that is approachable to diverse disciplines and empowers students to become proficient in the foundational concepts and tools while working with interdisciplinary real-world data. You will learn to (a) structure a machine learning problem, (b) determine which algorithmic tools are applicable to a given problem, (c) apply those algorithmic tools to diverse, interdisciplinary data examples, (d) evaluate the performance of your solution, and (e) how to accurately interpret and communicate your results. This course is a fast-paced, applied introduction to machine learning that arms you with the basic skills you will need in practice to both conduct analyses and effectively communicate your results.",p0402 p0400 p1318 p1332 p1333,0.603 0.595 0.567 0.550 0.545
p1321,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Statistics (STATS),389,10,"Computer Science, Math & Data Science",CS / Math / Data,8.3733,3.2778,32,"This course covers probability models, random variables with discrete and continuous distributions, independence, joint distributions, conditional distributions, expectations, functions of random variables, central limit theorem, stochastic processes, random walks, and Markov chains.",p1038 p1334 p1039 p1058 p1328,0.738 0.721 0.711 0.686 0.675
p1322,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Statistics (STATS),389,3,Course Prerequisites,Prerequisites,7.5749,5.8082,13,Prerequisite(s): MATH 205. COMPSCI 201 or COMPSCI 101 or STATS 102 is recommended.,p1048 p0786 p1046 p1326 p0731,0.976 0.935 0.917 0.880 0.873
p1323,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Statistics (STATS),389,10,"Computer Science, Math & Data Science",CS / Math / Data,8.3227,3.0886,50,"An introduction to the concepts, theory, and application of statistical inference, including the structure of statistical problems, probability modeling, data analysis and statistical computing, and linear regression. Inference from the viewpoint of Bayesian statistics, with some discussion of sampling theory methods and comparative inference. Applications to problems in various fields.",p1038 p1327 p1328 p0414 p1334,0.620 0.593 0.582 0.568 0.545
p1324,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Statistics (STATS),389,3,Course Prerequisites,Prerequisites,7.7684,5.3188,6,Prerequisite(s): MATH 201 and MATH 205,p1040 p1044 p1016 p1059 p0731,0.983 0.965 0.959 0.958 0.931
p1325,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Statistics (STATS),389,10,"Computer Science, Math & Data Science",CS / Math / Data,8.1452,3.6156,55,"This course covers maximum likelihood estimation, linear discriminant analysis, logistic regression, support vector machine, decision tree, linear regression, Bayesian inference, unsupervised learning, and semi-supervised learning. Students are not allowed to take both MATH 405 and STATS 302 because of the content overlap. Students who are planning to major in Data Science should take STATS 302.",p1041 p1060 p1045 p1327 p1061,0.722 0.715 0.705 0.670 0.662
p1326,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Statistics (STATS),389,3,Course Prerequisites,Prerequisites,7.5376,5.6262,16,"Prerequisite(s): COMPSCI 201, STATS 210; and Pre or Co-requisite(s): MATH 304, MATH 305. Anti-requisite: MATH 405",p1046 p1042 p1322 p0786 p1048,0.940 0.894 0.880 0.877 0.877
p1327,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Statistics (STATS),389,10,"Computer Science, Math & Data Science",CS / Math / Data,8.2112,3.3581,20,"This course covers statistical inference, parametric method, sparsity, nonparametric methods, learning theory, kernel methods, computation algorithms and advanced learning topics.",p1334 p1325 p1328 p1045 p1060,0.684 0.670 0.624 0.608 0.599
p1328,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Statistics (STATS),389,10,"Computer Science, Math & Data Science",CS / Math / Data,8.2816,3.228,23,"This course covers Bayesian inference, prior and posterior distributions, multi-level models, model checking and selection, and stochastic simulation by Markov Chain Monte Carlo.",p1334 p1321 p1327 p1058 p1323,0.736 0.675 0.624 0.602 0.582
p1329,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Statistics (STATS),389,8,Public Policy & Economics,Policy & Economics,8.6827,1.7012,62,"Investigation of study designs collecting data and their implications for statistical inference. Design and analysis of surveys of populations, including stratification, clustering, multi-stage sampling, design-based inference, considerations when analyzing convenience samples and big data. Design and analysis of causal studies including randomized experiments, blocking, fractional factorial designs, non-randomized studies, propensity score analysis. Applications involving big data, health, policy, natural and social sciences.",p0371 p0895 p0368 p0337 p1221,0.558 0.479 0.459 0.415 0.412
p1330,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Statistics (STATS),390,3,Course Prerequisites,Prerequisites,7.3854,5.7178,3,Prerequisite(s): STATS 101,p0723 p1222 p1303 p0745 p0715,0.883 0.879 0.867 0.850 0.845
p1331,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Statistics (STATS),390,10,"Computer Science, Math & Data Science",CS / Math / Data,7.3475,2.6247,41,"This course introduces the principles and methodologies for data acquisition and visualization, along with tools and techniques used to clean and process data for visual analysis. It also covers the practical software tools and languages such as Tableau, OpenRefine and Python/Matlab.",p1318 p0716 p0725 p0967 p0402,0.568 0.538 0.537 0.532 0.481
p1332,Part 10: Majors and Courses,Course Descriptions,Courses with Course Subject: Statistics (STATS),390,10,"Computer Science, Math & Data Science",CS / Math / Data,8.0189,2.347,40,"This course covers interdisciplinary applications of data analysis for social science, behavioral modeling, health care, financial modeling, advanced manufacturing, etc. Students are expected to solve a number of practical problems by implementing data algorithms with R during their course projects.",p0400 p1302 p0399 p1320 p0371,0.695 0.608 0.581 0.550 0.518
